genes,log2FoldChange
evm.TU.Ap1.1437,NA
evm.TU.Ap1.1438,NA
evm.TU.Ap1.1439,-0.0253561747141961
evm.TU.Ap1.144,NA
evm.TU.Ap1.1440_evm.TU.Ap1.1447,0.807019591831623
evm.TU.Ap1.1441,NA
evm.TU.Ap1.1442,NA
evm.TU.Ap1.1443,NA
evm.TU.Ap1.1444,NA
evm.TU.Ap1.1445,NA
evm.TU.Ap1.1446,NA
evm.TU.Ap1.1448,0.141430576349244
evm.TU.Ap1.1449,NA
evm.TU.Ap1.145,-1.36714845623163
evm.TU.Ap1.1450,1.22778659410997
evm.TU.Ap1.1451,NA
evm.TU.Ap1.1452,NA
evm.TU.Ap1.1453,0.506452883736306
evm.TU.Ap1.1454,0.867122643885565
evm.TU.Ap1.1455,NA
evm.TU.Ap1.1456,NA
evm.TU.Ap1.1457,NA
evm.TU.Ap1.1458,0.0942544242077074
evm.TU.Ap1.1459,0.454923170920216
evm.TU.Ap1.146,NA
evm.TU.Ap1.1460,NA
evm.TU.Ap1.1461,NA
evm.TU.Ap1.1462,0.506453793990438
evm.TU.Ap1.1463,0.273820766600921
evm.TU.Ap1.1464,-0.00959972413149529
evm.TU.Ap1.1465,-0.502316013320185
evm.TU.Ap1.1466,-0.317165441259696
evm.TU.Ap1.1467,-0.0145490362176709
evm.TU.Ap1.1468,0.163633322932059
evm.TU.Ap1.1469,-0.420995717739408
evm.TU.Ap1.147,0.50645305258345
evm.TU.Ap1.1470,0.23103651689245
evm.TU.Ap1.1471,-0.371346307786813
evm.TU.Ap1.1472,-0.363006215964092
evm.TU.Ap1.1473,0.435263577462527
evm.TU.Ap1.1474,-0.437640113228279
evm.TU.Ap1.1475,0.027650292350799
evm.TU.Ap1.1476,-0.307183623016773
evm.TU.Ap1.1477,-0.456897241236617
evm.TU.Ap1.1478,-0.409957868726306
evm.TU.Ap1.1479,-0.10432468151184
evm.TU.Ap1.148,0.867117847397457
evm.TU.Ap1.1480,-0.0223716037716071
evm.TU.Ap1.1481,-0.461972770476812
evm.TU.Ap1.1482,-0.264873151872373
evm.TU.Ap1.1483,0.454923170920216
evm.TU.Ap1.1484,0.178146251981238
evm.TU.Ap1.1485,0.395339153079839
evm.TU.Ap1.1486,0.94238331115652
evm.TU.Ap1.1487,-0.583426271113038
evm.TU.Ap1.1488,-0.247126564272124
evm.TU.Ap1.1489,-0.946359937789972
evm.TU.Ap1.149,NA
evm.TU.Ap1.1490,-0.244847098528452
evm.TU.Ap1.1491,-1.64975953111007
evm.TU.Ap1.1492,0.454923170920216
evm.TU.Ap1.1493,-1.59954471705902
evm.TU.Ap1.1494,0.094254424207707
evm.TU.Ap1.1495,0.823520152151307
evm.TU.Ap1.1496,0.454923170920216
evm.TU.Ap1.1497,2.27305665452502
evm.TU.Ap1.1498,0.141955611670627
evm.TU.Ap1.1499,0.867117847397456
evm.TU.Ap1.15,-0.274399479345391
evm.TU.Ap1.150,0.506449100684948
evm.TU.Ap1.1500,NA
evm.TU.Ap1.1501,-0.168082506104717
evm.TU.Ap1.1502,0.126321761215651
evm.TU.Ap1.1503,0.258154340601713
evm.TU.Ap1.1504,-0.250472720353397
evm.TU.Ap1.1505,-0.256266995694547
evm.TU.Ap1.1506,0.130819656225076
evm.TU.Ap1.1507,0.0442107666917566
evm.TU.Ap1.1508,-0.190430194095767
evm.TU.Ap1.1509,-0.405841558996727
evm.TU.Ap1.151,NA
evm.TU.Ap1.1510,-0.964390101497574
evm.TU.Ap1.1511,-0.660030816475433
evm.TU.Ap1.1512,0.541140067436458
evm.TU.Ap1.1513,-0.396932206046722
evm.TU.Ap1.1514,NA
evm.TU.Ap1.1515,0.506449100684947
evm.TU.Ap1.1516,NA
evm.TU.Ap1.1517,-0.301605687126051
evm.TU.Ap1.1518,0.142341125416426
evm.TU.Ap1.1519,NA
evm.TU.Ap1.152,NA
evm.TU.Ap1.1520,-0.840122633396016
evm.TU.Ap1.1521,-0.49991260493113
evm.TU.Ap1.1522,-0.508403404466785
evm.TU.Ap1.1523,0.883197184235393
evm.TU.Ap1.1524,0.454923170920216
evm.TU.Ap1.1525,-0.302887033903234
evm.TU.Ap1.1526,0.937065346379875
evm.TU.Ap1.1527,-0.625436101034904
evm.TU.Ap1.1528,-1.26469311710505
evm.TU.Ap1.1529,-0.00724561443569377
evm.TU.Ap1.153,NA
evm.TU.Ap1.1530,-0.285466553198807
evm.TU.Ap1.1531,1.24113319406087
evm.TU.Ap1.1532,0.0309195571674382
evm.TU.Ap1.1533,-0.765331035446045
evm.TU.Ap1.1534,-0.671728315943058
evm.TU.Ap1.1535,-0.337675232751165
evm.TU.Ap1.1536,1.26123068041513
evm.TU.Ap1.1537,1.22778659410997
evm.TU.Ap1.1538,-0.222867211776734
evm.TU.Ap1.1539,0.56154804507557
evm.TU.Ap1.154,NA
evm.TU.Ap1.1540,-0.466232611756212
evm.TU.Ap1.1541,0.126672976879869
evm.TU.Ap1.1542,-1.31050233754956
evm.TU.Ap1.1543,-1.18512810153081
evm.TU.Ap1.1544,0.454923170920216
evm.TU.Ap1.1545,-1.43493320187894
evm.TU.Ap1.1546,-0.271155127627076
evm.TU.Ap1.1547,-0.393616757771056
evm.TU.Ap1.1549,NA
evm.TU.Ap1.155,1.62088896238965
evm.TU.Ap1.1550,NA
evm.TU.Ap1.1551,NA
evm.TU.Ap1.1552,NA
evm.TU.Ap1.1553,NA
evm.TU.Ap1.1554,NA
evm.TU.Ap1.1555,NA
evm.TU.Ap1.1556,NA
evm.TU.Ap1.1557,NA
evm.TU.Ap1.1558,NA
evm.TU.Ap1.1559,NA
evm.TU.Ap1.156,NA
evm.TU.Ap1.1560,NA
evm.TU.Ap1.1561,NA
evm.TU.Ap1.1562,NA
evm.TU.Ap1.1563_evm.TU.Ap1.1548,-0.307046162598006
evm.TU.Ap1.1564,NA
evm.TU.Ap1.1565,0.454923170920216
evm.TU.Ap1.1566,-0.927444299733498
evm.TU.Ap1.1567,-0.145663328714432
evm.TU.Ap1.1568,NA
evm.TU.Ap1.1569,-0.222478139151387
evm.TU.Ap1.157,NA
evm.TU.Ap1.1570,NA
evm.TU.Ap1.1571,0.262467328223043
evm.TU.Ap1.1572,-0.121911982665516
evm.TU.Ap1.1573,2.31601737039546
evm.TU.Ap1.1574,0.454923170920216
evm.TU.Ap1.1575,-0.231951548785587
evm.TU.Ap1.1576,0.867117847397456
evm.TU.Ap1.1577,0.591922744241625
evm.TU.Ap1.1578,-0.085324776755587
evm.TU.Ap1.1579,-3.69076891052582
evm.TU.Ap1.158,NA
evm.TU.Ap1.1580,0.0942544242077075
evm.TU.Ap1.1581,-0.0374722791006191
evm.TU.Ap1.1582,0.545982680685404
evm.TU.Ap1.1583,0.170267587021305
evm.TU.Ap1.1584,-0.444495556495096
evm.TU.Ap1.1585,-0.099265973715602
evm.TU.Ap1.1586,-0.0069762703634173
evm.TU.Ap1.1587,-0.38442032221181
evm.TU.Ap1.1588,0.152537400526499
evm.TU.Ap1.1589,NA
evm.TU.Ap1.159,NA
evm.TU.Ap1.1590,0.127814274479085
evm.TU.Ap1.1591,0.0594126064985396
evm.TU.Ap1.1592,NA
evm.TU.Ap1.1593,NA
evm.TU.Ap1.1594,-0.128460443589141
evm.TU.Ap1.1595,-0.276457512779706
evm.TU.Ap1.1596,0.098099098855794
evm.TU.Ap1.1597,-0.626458886411155
evm.TU.Ap1.1598,1.65727655975938
evm.TU.Ap1.1599,-0.461785760676148
evm.TU.Ap1.16,-0.136160895148888
evm.TU.Ap1.160,NA
evm.TU.Ap1.1600,0.0446393718929238
evm.TU.Ap1.1601,0.130023373109746
evm.TU.Ap1.1602,-0.175419659428581
evm.TU.Ap1.1603,-0.0336406891277246
evm.TU.Ap1.1604,-0.353605231810186
evm.TU.Ap1.1605,0.530114516823519
evm.TU.Ap1.1606,0.141837462880938
evm.TU.Ap1.1607,0.151623015141629
evm.TU.Ap1.1608,-0.151177575086309
evm.TU.Ap1.1609,-0.30709871229121
evm.TU.Ap1.161,NA
evm.TU.Ap1.1610,-0.374631035267595
evm.TU.Ap1.1611,-0.879550066204747
evm.TU.Ap1.1612,-0.906685083906505
evm.TU.Ap1.1613,0.867117847397456
evm.TU.Ap1.1614,-0.0376680562029951
evm.TU.Ap1.1615,0.542601074835676
evm.TU.Ap1.1616,1.19060899160843
evm.TU.Ap1.1617,-0.060756958415376
evm.TU.Ap1.1618,-0.541300826128371
evm.TU.Ap1.1619,0.742229054502598
evm.TU.Ap1.162,NA
evm.TU.Ap1.1620,NA
evm.TU.Ap1.1621,-0.571058720598557
evm.TU.Ap1.1622,0.0942544242077072
evm.TU.Ap1.1623,NA
evm.TU.Ap1.1624,-0.742648805964522
evm.TU.Ap1.1625,0.454923170920216
evm.TU.Ap1.1626,NA
evm.TU.Ap1.1627,-0.39921530793686
evm.TU.Ap1.1628,-0.329590300985829
evm.TU.Ap1.1629,0.448746938849367
evm.TU.Ap1.163,NA
evm.TU.Ap1.1630,0.141039322089282
evm.TU.Ap1.1631,-0.521011825183308
evm.TU.Ap1.1632,0.18530640858795
evm.TU.Ap1.1633,0.0509124804998406
evm.TU.Ap1.1634,-0.329208302412473
evm.TU.Ap1.1635,NA
evm.TU.Ap1.1636,NA
evm.TU.Ap1.1637,1.22778659410997
evm.TU.Ap1.1638,NA
evm.TU.Ap1.1639,NA
evm.TU.Ap1.164,NA
evm.TU.Ap1.1640,NA
evm.TU.Ap1.1641,-1.54106178799897
evm.TU.Ap1.1642,-0.000912485350908227
evm.TU.Ap1.1643,NA
evm.TU.Ap1.1644,-0.539279685463905
evm.TU.Ap1.1645,0.867117847397456
evm.TU.Ap1.1646,-0.261143644334128
evm.TU.Ap1.1647,-0.914766843185857
evm.TU.Ap1.1648,NA
evm.TU.Ap1.1649_evm.TU.Ap1.1651,0.787170624238927
evm.TU.Ap1.165,-0.30112493891558
evm.TU.Ap1.1650,NA
evm.TU.Ap1.1652,-0.277451090710094
evm.TU.Ap1.1653,-0.61472895063047
evm.TU.Ap1.1654,0.57453727680195
evm.TU.Ap1.1655,0.948863539177233
evm.TU.Ap1.1656,0.094254424207707
evm.TU.Ap1.1657,-1.23805238157709
evm.TU.Ap1.1658,0.343157952956456
evm.TU.Ap1.1659,-0.434845632349865
evm.TU.Ap1.166,NA
evm.TU.Ap1.1660,-0.851516597343358
evm.TU.Ap1.1661,-0.187918556941266
evm.TU.Ap1.1662,-0.78203559775422
evm.TU.Ap1.1663,2.08297445014474
evm.TU.Ap1.1664,-0.00476682929583623
evm.TU.Ap1.1665,-1.17345323427121
evm.TU.Ap1.1666,1.15512179456036
evm.TU.Ap1.1667,-0.141473230253763
evm.TU.Ap1.1668,0.138271338742451
evm.TU.Ap1.1669,-0.0882223955192835
evm.TU.Ap1.167,-0.648688046598173
evm.TU.Ap1.1670,0.111125350136923
evm.TU.Ap1.1671,-0.270932968183763
evm.TU.Ap1.1672,-0.139155846229118
evm.TU.Ap1.1673,-0.489374769770322
evm.TU.Ap1.1674,0.506449100684948
evm.TU.Ap1.1675,0.141039322089282
evm.TU.Ap1.1676,-0.455876076652814
evm.TU.Ap1.1677,1.22778659410997
evm.TU.Ap1.1678,1.22778659410997
evm.TU.Ap1.1679,-0.297613534966283
evm.TU.Ap1.168,0.141405796872518
evm.TU.Ap1.1680,-0.266084510739255
evm.TU.Ap1.1681,NA
evm.TU.Ap1.1682,1.24056297588163
evm.TU.Ap1.1683,2.05985834937146
evm.TU.Ap1.1684,-0.585800619833659
evm.TU.Ap1.1685,0.867117847397456
evm.TU.Ap1.1686,-0.566859456444703
evm.TU.Ap1.1687,0.00850477218806743
evm.TU.Ap1.1688,-0.924193608804621
evm.TU.Ap1.1689,0.154343895175873
evm.TU.Ap1.169,-0.318514571588006
evm.TU.Ap1.1690,-0.133286098300989
evm.TU.Ap1.1691,NA
evm.TU.Ap1.1692,-1.30086277306269
evm.TU.Ap1.1693,NA
evm.TU.Ap1.1694,NA
evm.TU.Ap1.1695,0.500244395418716
evm.TU.Ap1.1696,0.185602722929172
evm.TU.Ap1.1697,-0.0511350654060498
evm.TU.Ap1.1698,0.454923170920216
evm.TU.Ap1.1699,0.241966270343051
evm.TU.Ap1.17,-0.258345060867595
evm.TU.Ap1.170,0.454923170920216
evm.TU.Ap1.1700,0.506453811170888
evm.TU.Ap1.1701,0.0682503545411832
evm.TU.Ap1.1702,-0.407611176052243
evm.TU.Ap1.1703,-0.524145614729242
evm.TU.Ap1.1704,0.245927133374911
evm.TU.Ap1.1705,-0.400514454190442
evm.TU.Ap1.1706,NA
evm.TU.Ap1.1707,-0.271155127627075
evm.TU.Ap1.1708,-0.698506154130147
evm.TU.Ap1.1709,-0.857633341332354
evm.TU.Ap1.171,NA
evm.TU.Ap1.1710,-1.38498574181686
evm.TU.Ap1.1711,-0.279890318180774
evm.TU.Ap1.1712,0.111872869501488
evm.TU.Ap1.1713,-0.194930662733057
evm.TU.Ap1.1714,NA
evm.TU.Ap1.1715,-0.22339734082166
evm.TU.Ap1.1716,0.930334574235066
evm.TU.Ap1.1717,NA
evm.TU.Ap1.1718,-1.79643041841554
evm.TU.Ap1.1719,0.474770165248577
evm.TU.Ap1.172,0.0797958228973496
evm.TU.Ap1.1720,0.122070925814959
evm.TU.Ap1.1721,0.454923170920216
evm.TU.Ap1.1722,0.579447021604977
evm.TU.Ap1.1723,-0.141852600929124
evm.TU.Ap1.1724,1.66196101412698
evm.TU.Ap1.1725,-2.05192960177348
evm.TU.Ap1.1726,NA
evm.TU.Ap1.1727,NA
evm.TU.Ap1.1728,0.681791929058244
evm.TU.Ap1.1729,NA
evm.TU.Ap1.173,0.386374920664524
evm.TU.Ap1.1730,0.454923170920216
evm.TU.Ap1.1731,NA
evm.TU.Ap1.1732,NA
evm.TU.Ap1.1733,NA
evm.TU.Ap1.1734,NA
evm.TU.Ap1.1735,0.320707394498596
evm.TU.Ap1.1736,1.66196101412698
evm.TU.Ap1.1737,1.22778659410997
evm.TU.Ap1.1738,-1.08373541790891
evm.TU.Ap1.1739,0.17669896469408
evm.TU.Ap1.174,1.22778659410997
evm.TU.Ap1.1740,-0.262783871842946
evm.TU.Ap1.1741,-0.173132414569585
evm.TU.Ap1.1742,-1.14263029056367
evm.TU.Ap1.1743,NA
evm.TU.Ap1.1744,1.25111283790094
evm.TU.Ap1.1745,1.22778659410997
evm.TU.Ap1.1746,0.936845233238663
evm.TU.Ap1.1747,1.58277245438591
evm.TU.Ap1.1748,0.869322592443153
evm.TU.Ap1.1749,0.114645092503279
evm.TU.Ap1.175,-0.0195067608494614
evm.TU.Ap1.1750,0.148998440148923
evm.TU.Ap1.1751,-1.09722460778177
evm.TU.Ap1.1752,-0.550836604948275
evm.TU.Ap1.1753,-0.886950921873042
evm.TU.Ap1.1754,NA
evm.TU.Ap1.1755,0.0942544242077072
evm.TU.Ap1.1756,NA
evm.TU.Ap1.1757,NA
evm.TU.Ap1.1758,-0.262783871842946
evm.TU.Ap1.1759,NA
evm.TU.Ap1.176,-0.704507564783548
evm.TU.Ap1.1760,NA
evm.TU.Ap1.1761,NA
evm.TU.Ap1.1762,-0.170848042671541
evm.TU.Ap1.1763,-0.270866249432269
evm.TU.Ap1.1764,0.150467978431486
evm.TU.Ap1.1765,NA
evm.TU.Ap1.1766,0.454923170920216
evm.TU.Ap1.1767,0.148830859096857
evm.TU.Ap1.1768,-0.478820747618014
evm.TU.Ap1.1769,NA
evm.TU.Ap1.177,NA
evm.TU.Ap1.1770,NA
evm.TU.Ap1.1771,1.22778659410997
evm.TU.Ap1.1772,0.525042911358003
evm.TU.Ap1.1773,NA
evm.TU.Ap1.1774,1.22778659410997
evm.TU.Ap1.1775,0.454923170920216
evm.TU.Ap1.1776,NA
evm.TU.Ap1.1777,NA
evm.TU.Ap1.1778,NA
evm.TU.Ap1.1779,NA
evm.TU.Ap1.178,NA
evm.TU.Ap1.1780,NA
evm.TU.Ap1.1781,NA
evm.TU.Ap1.1782,NA
evm.TU.Ap1.1783,NA
evm.TU.Ap1.1784,NA
evm.TU.Ap1.1785,-0.260671817694851
evm.TU.Ap1.1786,-0.215917726073486
evm.TU.Ap1.1787,0.310658019792873
evm.TU.Ap1.1788,0.0942544242077072
evm.TU.Ap1.1789,0.159175674106251
evm.TU.Ap1.179,0.410135544487566
evm.TU.Ap1.1790,-0.619473440338591
evm.TU.Ap1.1791,-0.64963967476694
evm.TU.Ap1.1792_evm.TU.Ap1.1793,-0.0675725466276785
evm.TU.Ap1.1794,-0.484749331871074
evm.TU.Ap1.1795,0.902173990400913
evm.TU.Ap1.1796,0.454923170920216
evm.TU.Ap1.1797,0.731247353305643
evm.TU.Ap1.1798,NA
evm.TU.Ap1.1799,NA
evm.TU.Ap1.18,0.234813960123779
evm.TU.Ap1.180,0.0528557059722987
evm.TU.Ap1.1800,-0.325568645023562
evm.TU.Ap1.1801,0.370689544521923
evm.TU.Ap1.1802,NA
evm.TU.Ap1.1803,0.867117847397456
evm.TU.Ap1.1804,NA
evm.TU.Ap1.1805,NA
evm.TU.Ap1.1806,NA
evm.TU.Ap1.1807,-0.0236802968866837
evm.TU.Ap1.1808,NA
evm.TU.Ap1.1809,0.935551481367815
evm.TU.Ap1.181,0.687089386276915
evm.TU.Ap1.1810,0.0283722024893701
evm.TU.Ap1.1811,NA
evm.TU.Ap1.1812,NA
evm.TU.Ap1.1813,-0.124826296428338
evm.TU.Ap1.1814,NA
evm.TU.Ap1.1815,-0.144769460018021
evm.TU.Ap1.1816,-0.0689658531838953
evm.TU.Ap1.1817,-0.617466452949456
evm.TU.Ap1.1818,0.867117847397456
evm.TU.Ap1.1819,-1.19640710557176
evm.TU.Ap1.182,0.456253134707394
evm.TU.Ap1.1820,-0.164491324563617
evm.TU.Ap1.1821,-0.93281108306209
evm.TU.Ap1.1822,-0.168211101312407
evm.TU.Ap1.1823,0.732410551834689
evm.TU.Ap1.1824,NA
evm.TU.Ap1.1825,NA
evm.TU.Ap1.1826,NA
evm.TU.Ap1.1827,NA
evm.TU.Ap1.1828,0.222660472722511
evm.TU.Ap1.1829,-1.08507088757871
evm.TU.Ap1.183,-0.262816259135665
evm.TU.Ap1.1830,0.642780494868497
evm.TU.Ap1.1831,0.454923170920216
evm.TU.Ap1.1832,0.237293377920882
evm.TU.Ap1.1833,NA
evm.TU.Ap1.1834,-0.262785114036843
evm.TU.Ap1.1835,-1.56369987913528
evm.TU.Ap1.1836,0.0379571820702732
evm.TU.Ap1.1837,-0.750263846683861
evm.TU.Ap1.1838,1.0009848226928
evm.TU.Ap1.1839,0.901839440838871
evm.TU.Ap1.184,-0.594293309980607
evm.TU.Ap1.1840,1.66196101412698
evm.TU.Ap1.1841,NA
evm.TU.Ap1.1842,-0.139892775359538
evm.TU.Ap1.1843,1.22778659410997
evm.TU.Ap1.1844,NA
evm.TU.Ap1.1845,-0.696196139461444
evm.TU.Ap1.1846,NA
evm.TU.Ap1.1847,0.454923170920216
evm.TU.Ap1.1848,NA
evm.TU.Ap1.1849,1.67395945457955
evm.TU.Ap1.185,0.356632022054508
evm.TU.Ap1.1850,0.573577679060289
evm.TU.Ap1.1851,0.867117847397456
evm.TU.Ap1.1852,NA
evm.TU.Ap1.1853,-0.148423687518084
evm.TU.Ap1.1854,-0.250784495133475
evm.TU.Ap1.1855,NA
evm.TU.Ap1.1856,NA
evm.TU.Ap1.1857,1.22778659410997
evm.TU.Ap1.1858,0.156803641836645
evm.TU.Ap1.1859,1.31073771246232
evm.TU.Ap1.186,0.913363909830144
evm.TU.Ap1.1860,0.68115365449703
evm.TU.Ap1.1861,0.163569273093494
evm.TU.Ap1.1862,0.237304911075991
evm.TU.Ap1.1863,1.47958961013828
evm.TU.Ap1.1864,-0.140076871079167
evm.TU.Ap1.1865,-0.481675329049136
evm.TU.Ap1.1866,NA
evm.TU.Ap1.1867,NA
evm.TU.Ap1.1868,0.154175131088533
evm.TU.Ap1.1869,-0.198303007717909
evm.TU.Ap1.187,1.00439369305405
evm.TU.Ap1.1870,0.454923170920216
evm.TU.Ap1.1871,NA
evm.TU.Ap1.1872,NA
evm.TU.Ap1.1873,-0.66595367233529
evm.TU.Ap1.1874,0.0255199478474713
evm.TU.Ap1.1875,0.829827205416119
evm.TU.Ap1.1876,-0.049748447333481
evm.TU.Ap1.1877,0.119649833876018
evm.TU.Ap1.1878,-0.47663070078108
evm.TU.Ap1.1879,-0.191776967797551
evm.TU.Ap1.188,NA
evm.TU.Ap1.1880,0.67052266684045
evm.TU.Ap1.1881,0.405307387017222
evm.TU.Ap1.1882,-0.23863114943863
evm.TU.Ap1.1883,-0.232547092866173
evm.TU.Ap1.1884,-1.50185220381342
evm.TU.Ap1.1885,0.485835909031687
evm.TU.Ap1.1886,1.31064621372015
evm.TU.Ap1.1887,-0.294939035076221
evm.TU.Ap1.1888,0.0204940022121075
evm.TU.Ap1.1889,NA
evm.TU.Ap1.189,0.199060423315121
evm.TU.Ap1.1890,NA
evm.TU.Ap1.1891,NA
evm.TU.Ap1.1892,-0.687906428976564
evm.TU.Ap1.1893,0.807199267701686
evm.TU.Ap1.1894,-0.4829661614136
evm.TU.Ap1.1895,-0.271155127627075
evm.TU.Ap1.1896,-1.51197514494244
evm.TU.Ap1.1898_evm.TU.Ap1.1897,-0.0619210823806161
evm.TU.Ap1.1899,-0.666033640089885
evm.TU.Ap1.19,0.218689876411771
evm.TU.Ap1.190,-1.25420195907062
evm.TU.Ap1.1900,-0.253755617018335
evm.TU.Ap1.1901,-0.464744233148266
evm.TU.Ap1.1902,0.00805569742034073
evm.TU.Ap1.1903,0.289588064570757
evm.TU.Ap1.1904,0.148532019053513
evm.TU.Ap1.1905,-0.239412659249709
evm.TU.Ap1.1906,NA
evm.TU.Ap1.1907,NA
evm.TU.Ap1.1908,NA
evm.TU.Ap1.1909,NA
evm.TU.Ap1.191,0.0696988046158134
evm.TU.Ap1.1910,NA
evm.TU.Ap1.1911,NA
evm.TU.Ap1.1912,NA
evm.TU.Ap1.1913,NA
evm.TU.Ap1.1914,NA
evm.TU.Ap1.1915,NA
evm.TU.Ap1.1916,NA
evm.TU.Ap1.1917,NA
evm.TU.Ap1.1918,0.306554731728321
evm.TU.Ap1.1919,-0.0542839587291757
evm.TU.Ap1.192,0.454923170920216
evm.TU.Ap1.1920,NA
evm.TU.Ap1.1921,0.222447440322892
evm.TU.Ap1.1922,0.28139871560195
evm.TU.Ap1.1923,NA
evm.TU.Ap1.1924,NA
evm.TU.Ap1.1925,-0.0565248274569169
evm.TU.Ap1.1926,-1.94209885395363
evm.TU.Ap1.1927,0.0550205059466957
evm.TU.Ap1.1928,-0.416125846183011
evm.TU.Ap1.193,0.3450826865346
evm.TU.Ap1.1930,NA
evm.TU.Ap1.1931,NA
evm.TU.Ap1.1932,NA
evm.TU.Ap1.1933_evm.TU.Ap1.1929_evm.TU.Ap1.1934,0.00832270483412623
evm.TU.Ap1.1935,NA
evm.TU.Ap1.1936,1.60926462335361
evm.TU.Ap1.1937,0.454923170920216
evm.TU.Ap1.1938,NA
evm.TU.Ap1.1939,NA
evm.TU.Ap1.194,NA
evm.TU.Ap1.1940,0.454923170920216
evm.TU.Ap1.1941,NA
evm.TU.Ap1.1942,NA
evm.TU.Ap1.1943,NA
evm.TU.Ap1.1944,NA
evm.TU.Ap1.1945,NA
evm.TU.Ap1.1946,0.140754644490248
evm.TU.Ap1.1947,NA
evm.TU.Ap1.1948,-0.136741923429298
evm.TU.Ap1.1949,NA
evm.TU.Ap1.195,-0.242472366214778
evm.TU.Ap1.1950,0.454923170920216
evm.TU.Ap1.1951,0.454923170920216
evm.TU.Ap1.1952,0.0942544242077075
evm.TU.Ap1.1953,0.454923170920216
evm.TU.Ap1.1954,-0.247172953316318
evm.TU.Ap1.1955,0.770209959512508
evm.TU.Ap1.1956,2.45419714434418
evm.TU.Ap1.1957,1.54872763988129
evm.TU.Ap1.1958,1.62088896238965
evm.TU.Ap1.1959,-0.863394247233268
evm.TU.Ap1.196,-1.14381305542196
evm.TU.Ap1.1960,0.454923170920216
evm.TU.Ap1.1961,NA
evm.TU.Ap1.1962,NA
evm.TU.Ap1.1963,NA
evm.TU.Ap1.1964,0.651643587333237
evm.TU.Ap1.1965,NA
evm.TU.Ap1.1966,NA
evm.TU.Ap1.1967,NA
evm.TU.Ap1.1968,1.22778659410997
evm.TU.Ap1.1969,NA
evm.TU.Ap1.197,1.64031432216577
evm.TU.Ap1.1970,NA
evm.TU.Ap1.1971,NA
evm.TU.Ap1.1972,NA
evm.TU.Ap1.1973,NA
evm.TU.Ap1.1974,NA
evm.TU.Ap1.1975,NA
evm.TU.Ap1.1976,NA
evm.TU.Ap1.1977,-0.00940608833478905
evm.TU.Ap1.1978,0.572042308311418
evm.TU.Ap1.198,1.17779437619784
evm.TU.Ap1.1980,NA
evm.TU.Ap1.1981,NA
evm.TU.Ap1.1982,NA
evm.TU.Ap1.1983,NA
evm.TU.Ap1.1984_evm.TU.Ap1.1979,0.219469313228549
evm.TU.Ap1.1985,-0.364671260344259
evm.TU.Ap1.1986,0.0644789443790367
evm.TU.Ap1.1987,-0.295653548107316
evm.TU.Ap1.1988,-1.1744557758199
evm.TU.Ap1.1989,-0.0329889579364008
evm.TU.Ap1.199,-0.830083789658159
evm.TU.Ap1.1990,1.68128783385953
evm.TU.Ap1.1991,NA
evm.TU.Ap1.1992,-0.796253590332161
evm.TU.Ap1.1993,0.454923170920216
evm.TU.Ap1.1994,-0.140820455906904
evm.TU.Ap1.1995,-0.0746807253624161
evm.TU.Ap1.1996,1.22778659410997
evm.TU.Ap1.1997,0.461585589917412
evm.TU.Ap1.1998,-0.271155127627076
evm.TU.Ap1.1999,1.65475418841899
evm.TU.Ap1.2,NA
evm.TU.Ap1.20,-0.235608730483759
evm.TU.Ap1.200,-0.794743648027917
evm.TU.Ap1.2000,NA
evm.TU.Ap1.2001,-0.320629739796153
evm.TU.Ap1.2002,-1.18868588039993
evm.TU.Ap1.2003,-0.204455010017542
evm.TU.Ap1.2004,-1.83995213963596
evm.TU.Ap1.2005,0.0236061842461309
evm.TU.Ap1.2006,-0.599747971630281
evm.TU.Ap1.2007,NA
evm.TU.Ap1.2008,NA
evm.TU.Ap1.2009,0.0871516229170798
evm.TU.Ap1.201,-0.257156766932221
evm.TU.Ap1.2010,NA
evm.TU.Ap1.2011,0.083565291393874
evm.TU.Ap1.2012,-0.0602831596210077
evm.TU.Ap1.2013,0.298382711521699
evm.TU.Ap1.2014,-0.243342449444961
evm.TU.Ap1.2015,-0.142765841545487
evm.TU.Ap1.2016,0.167850570328281
evm.TU.Ap1.2017,-0.244877328106222
evm.TU.Ap1.2018,NA
evm.TU.Ap1.2019,0.454923170920216
evm.TU.Ap1.202,-0.569019775238721
evm.TU.Ap1.2020,-0.355996244530635
evm.TU.Ap1.2021,-0.359127299872202
evm.TU.Ap1.2022,0.0294760318573367
evm.TU.Ap1.2023,-0.317213697868125
evm.TU.Ap1.2024,-0.63300882664141
evm.TU.Ap1.2025,0.240305390606703
evm.TU.Ap1.2026,0.0942544242077072
evm.TU.Ap1.2027,-0.458921355742644
evm.TU.Ap1.2028,NA
evm.TU.Ap1.2029,NA
evm.TU.Ap1.203,0.141947148298146
evm.TU.Ap1.2030,0.454923170920216
evm.TU.Ap1.2031,0.454923170920216
evm.TU.Ap1.2032,NA
evm.TU.Ap1.2033,0.0942544242077072
evm.TU.Ap1.2034,1.22778659410997
evm.TU.Ap1.2035,-0.0436683745472201
evm.TU.Ap1.2036,0.454923170920216
evm.TU.Ap1.2037,NA
evm.TU.Ap1.2038,NA
evm.TU.Ap1.2039,0.454923170920216
evm.TU.Ap1.204,0.0942544242077072
evm.TU.Ap1.2040,NA
evm.TU.Ap1.2041,1.22778659410997
