genes,log2FoldChange
evm.TU.Ap1.1429,-0.0055285853116941
evm.TU.Ap1.143,-0.270169196624901
evm.TU.Ap1.1430,-0.801823605645484
evm.TU.Ap1.1431,NA
evm.TU.Ap1.1432,0
evm.TU.Ap1.1433,-0.211637891330329
evm.TU.Ap1.1434,0
evm.TU.Ap1.1435,NA
evm.TU.Ap1.1436,-0.321039136527564
evm.TU.Ap1.1437,NA
evm.TU.Ap1.1438,NA
evm.TU.Ap1.1439,-0.191965937655445
evm.TU.Ap1.144,0
evm.TU.Ap1.1440_evm.TU.Ap1.1447,-0.857195367526274
evm.TU.Ap1.1441,NA
evm.TU.Ap1.1442,NA
evm.TU.Ap1.1443,NA
evm.TU.Ap1.1444,NA
evm.TU.Ap1.1445,NA
evm.TU.Ap1.1446,NA
evm.TU.Ap1.1448,0.05401452499606
evm.TU.Ap1.1449,NA
evm.TU.Ap1.145,0.426239229598219
evm.TU.Ap1.1450,0.8699334844704
evm.TU.Ap1.1451,0
evm.TU.Ap1.1452,NA
evm.TU.Ap1.1453,0.951949208640932
evm.TU.Ap1.1454,0.0110871812637881
evm.TU.Ap1.1455,0.18680601519933
evm.TU.Ap1.1456,NA
evm.TU.Ap1.1457,0.186800744131802
evm.TU.Ap1.1458,-0.403977454706446
evm.TU.Ap1.1459,0.979667576276242
evm.TU.Ap1.146,NA
evm.TU.Ap1.1460,NA
evm.TU.Ap1.1461,NA
evm.TU.Ap1.1462,-0.181292177808443
evm.TU.Ap1.1463,-0.26760175006285
evm.TU.Ap1.1464,-0.753105128091824
evm.TU.Ap1.1465,-0.0654849036781463
evm.TU.Ap1.1466,-0.198251508196693
evm.TU.Ap1.1467,-0.203703092530675
evm.TU.Ap1.1468,0.166878271958042
evm.TU.Ap1.1469,0.0285021515436043
evm.TU.Ap1.147,-0.390235800704244
evm.TU.Ap1.1470,0.420068153867842
evm.TU.Ap1.1471,0.506126182168475
evm.TU.Ap1.1472,-0.0348887499188784
evm.TU.Ap1.1473,-0.117720048104802
evm.TU.Ap1.1474,0.17913453414668
evm.TU.Ap1.1475,0.0364696128946255
evm.TU.Ap1.1476,-0.649107443513702
evm.TU.Ap1.1477,0.414161854027178
evm.TU.Ap1.1478,1.53501353197125
evm.TU.Ap1.1479,-0.127835824742626
evm.TU.Ap1.148,-0.403982965364371
evm.TU.Ap1.1480,0.461695663356313
evm.TU.Ap1.1481,0.385470048135369
evm.TU.Ap1.1482,-0.487764449849139
evm.TU.Ap1.1483,0.42458084266784
evm.TU.Ap1.1484,0.827735965857671
evm.TU.Ap1.1485,1.60944983573921
evm.TU.Ap1.1486,0.76393392826383
evm.TU.Ap1.1487,-0.0398588538403662
evm.TU.Ap1.1488,0.230858532047949
evm.TU.Ap1.1489,-0.596104643528979
evm.TU.Ap1.149,0
evm.TU.Ap1.1490,-0.171650122222222
evm.TU.Ap1.1491,0.242958136952078
evm.TU.Ap1.1492,1.00939206058584
evm.TU.Ap1.1493,0.603978877816432
evm.TU.Ap1.1494,-0.197895003146064
evm.TU.Ap1.1495,-0.140588234806021
evm.TU.Ap1.1496,-0.211640729594895
evm.TU.Ap1.1497,0.406989500258299
evm.TU.Ap1.1498,0.295432853784943
evm.TU.Ap1.1499,-0.403977454706446
evm.TU.Ap1.15,-0.00422458824314857
evm.TU.Ap1.150,0.870449038706601
evm.TU.Ap1.1500,0.782989273332667
evm.TU.Ap1.1501,-0.00974026518066945
evm.TU.Ap1.1502,-0.733758908378971
evm.TU.Ap1.1503,0.79009935348568
evm.TU.Ap1.1504,-0.143456799261911
evm.TU.Ap1.1505,-0.562734391984284
evm.TU.Ap1.1506,-0.556974162967653
evm.TU.Ap1.1507,0.0281132565347942
evm.TU.Ap1.1508,0.0822235795417886
evm.TU.Ap1.1509,-0.265488527758273
evm.TU.Ap1.151,NA
evm.TU.Ap1.1510,1.09826292808032
evm.TU.Ap1.1511,0.405973315457486
evm.TU.Ap1.1512,0.252874731385359
evm.TU.Ap1.1513,0.372279041629967
evm.TU.Ap1.1514,NA
evm.TU.Ap1.1515,-0.181250206703927
evm.TU.Ap1.1516,0.395928170207265
evm.TU.Ap1.1517,-0.176062731051397
evm.TU.Ap1.1518,0.471376776961697
evm.TU.Ap1.1519,NA
evm.TU.Ap1.152,0
evm.TU.Ap1.1520,0.556125120421829
evm.TU.Ap1.1521,0.471739527804843
evm.TU.Ap1.1522,-0.0735416743925619
evm.TU.Ap1.1523,0.439408669893404
evm.TU.Ap1.1524,-0.00553075205778586
evm.TU.Ap1.1525,1.22550730844812
evm.TU.Ap1.1526,-0.524125730941143
evm.TU.Ap1.1527,0.297591900435953
evm.TU.Ap1.1528,-0.501144883738412
evm.TU.Ap1.1529,-0.0444344670808946
evm.TU.Ap1.153,NA
evm.TU.Ap1.1530,0.120377798514473
evm.TU.Ap1.1531,-1.27888358017005
evm.TU.Ap1.1532,-0.106627302902858
evm.TU.Ap1.1533,-0.0910172006942244
evm.TU.Ap1.1534,-0.672596324672899
evm.TU.Ap1.1535,-0.27200927606838
evm.TU.Ap1.1536,-0.390238859014088
evm.TU.Ap1.1537,-0.00554104931647402
evm.TU.Ap1.1538,0.673324128106469
evm.TU.Ap1.1539,-0.895307857391362
evm.TU.Ap1.154,NA
evm.TU.Ap1.1540,0.314105677826881
evm.TU.Ap1.1541,-0.235161308401709
evm.TU.Ap1.1542,1.41860761820335
evm.TU.Ap1.1543,-0.414225311931295
evm.TU.Ap1.1544,0.549649406709167
evm.TU.Ap1.1545,0.755815689135162
evm.TU.Ap1.1546,1.36455937545148
evm.TU.Ap1.1547,2.23653236920038
evm.TU.Ap1.1549,NA
evm.TU.Ap1.155,-0.403977454706445
evm.TU.Ap1.1550,NA
evm.TU.Ap1.1551,NA
evm.TU.Ap1.1552,NA
evm.TU.Ap1.1553,NA
evm.TU.Ap1.1554,NA
evm.TU.Ap1.1555,NA
evm.TU.Ap1.1556,NA
evm.TU.Ap1.1557,NA
evm.TU.Ap1.1558,NA
evm.TU.Ap1.1559,NA
evm.TU.Ap1.156,0
evm.TU.Ap1.1560,NA
evm.TU.Ap1.1561,NA
evm.TU.Ap1.1562,NA
evm.TU.Ap1.1563_evm.TU.Ap1.1548,1.18022088558328
evm.TU.Ap1.1564,NA
evm.TU.Ap1.1565,0.854316005357275
evm.TU.Ap1.1566,0.3749540583299
evm.TU.Ap1.1567,0.970731931253923
evm.TU.Ap1.1568,NA
evm.TU.Ap1.1569,-0.377091527853052
evm.TU.Ap1.157,NA
evm.TU.Ap1.1570,0.186803140075169
evm.TU.Ap1.1571,0.0330959111867861
evm.TU.Ap1.1572,-0.580143922478269
evm.TU.Ap1.1573,0.575942203141338
evm.TU.Ap1.1574,-0.00554864236432924
evm.TU.Ap1.1575,-0.0612027712222993
evm.TU.Ap1.1576,1.01095476697755
evm.TU.Ap1.1577,-0.392292597255269
evm.TU.Ap1.1578,0.431720344997902
evm.TU.Ap1.1579,-0.3693598363418
evm.TU.Ap1.158,NA
evm.TU.Ap1.1580,-0.197888113832278
evm.TU.Ap1.1581,0.641823509850793
evm.TU.Ap1.1582,0.3910273930732
evm.TU.Ap1.1583,0.397948056799174
evm.TU.Ap1.1584,0.122661517606689
evm.TU.Ap1.1585,0.3148054843863
evm.TU.Ap1.1586,-1.50597348077685
evm.TU.Ap1.1587,-0.240850939130507
evm.TU.Ap1.1588,-0.389955323802512
evm.TU.Ap1.1589,NA
evm.TU.Ap1.159,0
evm.TU.Ap1.1590,0.520962288946961
evm.TU.Ap1.1591,0.199611915941214
evm.TU.Ap1.1592,NA
evm.TU.Ap1.1593,NA
evm.TU.Ap1.1594,-0.120893302044137
evm.TU.Ap1.1595,0.270521365740491
evm.TU.Ap1.1596,-0.172570828843681
evm.TU.Ap1.1597,0.236767337478078
evm.TU.Ap1.1598,0.672021887576135
evm.TU.Ap1.1599,-0.0935770090020163
evm.TU.Ap1.16,-0.254033310206845
evm.TU.Ap1.160,NA
evm.TU.Ap1.1600,-1.32096147656416
evm.TU.Ap1.1601,-0.866746213257578
evm.TU.Ap1.1602,-0.306381789869401
evm.TU.Ap1.1603,-0.394458671721517
evm.TU.Ap1.1604,0.918725468830187
evm.TU.Ap1.1605,0.526732706913595
evm.TU.Ap1.1606,-0.377697133725043
evm.TU.Ap1.1607,0.593394953123543
evm.TU.Ap1.1608,0.296102149441783
evm.TU.Ap1.1609,0.958229570693671
evm.TU.Ap1.161,NA
evm.TU.Ap1.1610,1.48284145838466
evm.TU.Ap1.1611,2.25164494226218
evm.TU.Ap1.1612,0.684596392877899
evm.TU.Ap1.1613,0.232775579150634
evm.TU.Ap1.1614,1.53943628124852
evm.TU.Ap1.1615,0.434866686818853
evm.TU.Ap1.1616,-0.803887415906973
evm.TU.Ap1.1617,-0.498381360770462
evm.TU.Ap1.1618,-0.208992378657697
evm.TU.Ap1.1619,-0.166103444460451
evm.TU.Ap1.162,NA
evm.TU.Ap1.1620,0
evm.TU.Ap1.1621,-0.578403320695197
evm.TU.Ap1.1622,-0.403982725773973
evm.TU.Ap1.1623,0
evm.TU.Ap1.1624,1.1126231335738
evm.TU.Ap1.1625,-0.00554599956259743
evm.TU.Ap1.1626,0
evm.TU.Ap1.1627,0.100236025426475
evm.TU.Ap1.1628,-0.641620371210025
evm.TU.Ap1.1629,1.97088161677486
evm.TU.Ap1.163,0
evm.TU.Ap1.1630,-0.593715343349997
evm.TU.Ap1.1631,1.92020113904848
evm.TU.Ap1.1632,-0.418034734534339
evm.TU.Ap1.1633,-0.0612587338459915
evm.TU.Ap1.1634,-0.84727762364879
evm.TU.Ap1.1635,0.390319356194151
evm.TU.Ap1.1636,NA
evm.TU.Ap1.1637,-0.00554611765319966
evm.TU.Ap1.1638,0.186800946862604
evm.TU.Ap1.1639,NA
evm.TU.Ap1.164,0
evm.TU.Ap1.1640,NA
evm.TU.Ap1.1641,-0.38834391670044
evm.TU.Ap1.1642,-0.365686772471733
evm.TU.Ap1.1643,0.186801149593407
evm.TU.Ap1.1644,0.0943594136891301
evm.TU.Ap1.1645,0.0104159346760898
evm.TU.Ap1.1646,0.00761304684782591
evm.TU.Ap1.1647,0.309487054993315
evm.TU.Ap1.1648,NA
evm.TU.Ap1.1649_evm.TU.Ap1.1651,0.792738934480633
evm.TU.Ap1.165,-1.68455429639036
evm.TU.Ap1.1650,NA
evm.TU.Ap1.1652,0.709745571294067
evm.TU.Ap1.1653,-0.479116427242231
evm.TU.Ap1.1654,-0.0761449555837316
evm.TU.Ap1.1655,0.965665666338618
evm.TU.Ap1.1656,-0.403984788208652
evm.TU.Ap1.1657,0.0979672571538265
evm.TU.Ap1.1658,-0.496251986150747
evm.TU.Ap1.1659,-0.010162646648397
evm.TU.Ap1.166,NA
evm.TU.Ap1.1660,0.228492112152097
evm.TU.Ap1.1661,0.110471508001338
evm.TU.Ap1.1662,0.0917484713878563
evm.TU.Ap1.1663,-0.585176969566607
evm.TU.Ap1.1664,-0.149402357685194
evm.TU.Ap1.1665,0.134165996853251
evm.TU.Ap1.1666,0.145047432101636
evm.TU.Ap1.1667,-0.0589861419311651
evm.TU.Ap1.1668,-0.240985653573884
evm.TU.Ap1.1669,-0.145634081373863
evm.TU.Ap1.167,0.313640053868015
evm.TU.Ap1.1670,-0.440539303646937
evm.TU.Ap1.1671,-0.18137415295171
evm.TU.Ap1.1672,-1.07789546956151
evm.TU.Ap1.1673,-0.288585553699448
evm.TU.Ap1.1674,-0.596332568776165
evm.TU.Ap1.1675,-0.388650924242478
evm.TU.Ap1.1676,-0.0893362889531546
evm.TU.Ap1.1677,0.198010501328276
evm.TU.Ap1.1678,-0.211635661258169
evm.TU.Ap1.1679,0.0689410816023906
evm.TU.Ap1.168,-0.383649246861238
evm.TU.Ap1.1680,-1.06050453537164
evm.TU.Ap1.1681,NA
evm.TU.Ap1.1682,1.6183609149302
evm.TU.Ap1.1683,-0.368812379916417
evm.TU.Ap1.1684,-0.359143901534289
evm.TU.Ap1.1685,1.3704556572851
evm.TU.Ap1.1686,-0.635230064032042
evm.TU.Ap1.1687,0.567438097409371
evm.TU.Ap1.1688,-0.396060928116393
evm.TU.Ap1.1689,-1.1839096382745
evm.TU.Ap1.169,0.357938106453836
evm.TU.Ap1.1690,-0.891736780197226
evm.TU.Ap1.1691,0.186796582129734
evm.TU.Ap1.1692,-0.865167981100146
evm.TU.Ap1.1693,NA
evm.TU.Ap1.1694,NA
evm.TU.Ap1.1695,-1.13677706058727
evm.TU.Ap1.1696,0.231621579826069
evm.TU.Ap1.1697,-1.85329714482244
evm.TU.Ap1.1698,-0.00552542095194247
evm.TU.Ap1.1699,-0.511139621944358
evm.TU.Ap1.17,0.351086038405702
evm.TU.Ap1.170,-0.00554348211943576
evm.TU.Ap1.1700,-0.186403823179083
evm.TU.Ap1.1701,-0.515267741202321
evm.TU.Ap1.1702,-0.21362973837708
evm.TU.Ap1.1703,-0.664211632078504
evm.TU.Ap1.1704,-0.0156251370483231
evm.TU.Ap1.1705,0.0599636561569896
evm.TU.Ap1.1706,NA
evm.TU.Ap1.1707,1.38023088397085
evm.TU.Ap1.1708,0.11866623463592
evm.TU.Ap1.1709,-0.775366364218287
evm.TU.Ap1.171,0.39593083283693
evm.TU.Ap1.1710,-0.725143188108134
evm.TU.Ap1.1711,-0.420757403055893
evm.TU.Ap1.1712,0.416718069625982
evm.TU.Ap1.1713,-0.349614686047848
evm.TU.Ap1.1714,0
evm.TU.Ap1.1715,1.18104610648745
evm.TU.Ap1.1716,0.269337447683557
evm.TU.Ap1.1717,0.616652587631693
evm.TU.Ap1.1718,0.398193222892627
evm.TU.Ap1.1719,-1.26291816980366
evm.TU.Ap1.172,0.0790374853603937
evm.TU.Ap1.1720,-0.38275547480796
evm.TU.Ap1.1721,-0.00554128890687118
evm.TU.Ap1.1722,-0.200554973682307
evm.TU.Ap1.1723,-0.0201453706570484
evm.TU.Ap1.1724,-0.403977454706445
evm.TU.Ap1.1725,0.373382691813485
evm.TU.Ap1.1726,0
evm.TU.Ap1.1727,0
evm.TU.Ap1.1728,-1.00323173676348
evm.TU.Ap1.1729,NA
evm.TU.Ap1.173,0.420960072954545
evm.TU.Ap1.1730,-0.0055384137827103
evm.TU.Ap1.1731,NA
evm.TU.Ap1.1732,NA
evm.TU.Ap1.1733,NA
evm.TU.Ap1.1734,NA
evm.TU.Ap1.1735,-0.0149911807124874
evm.TU.Ap1.1736,2.48985793777527
evm.TU.Ap1.1737,0.642337149387442
evm.TU.Ap1.1738,-0.555139011358602
evm.TU.Ap1.1739,0.171315865054685
evm.TU.Ap1.174,1.02234494895329
evm.TU.Ap1.1740,-0.596324316491447
evm.TU.Ap1.1741,-0.00434453767877074
evm.TU.Ap1.1742,-0.0288872364209956
evm.TU.Ap1.1743,NA
evm.TU.Ap1.1744,-0.573133959518554
evm.TU.Ap1.1745,-0.0055285230028116
evm.TU.Ap1.1746,-0.483981745810923
evm.TU.Ap1.1747,-0.0971058386965507
evm.TU.Ap1.1748,-0.305805848987769
evm.TU.Ap1.1749,-0.790974708214527
evm.TU.Ap1.175,0.118814065872215
evm.TU.Ap1.1750,0.283682860252912
evm.TU.Ap1.1751,-1.07976330815218
evm.TU.Ap1.1752,0.676696891693151
evm.TU.Ap1.1753,-1.28011414519547
evm.TU.Ap1.1754,0
evm.TU.Ap1.1755,-0.403982762633569
evm.TU.Ap1.1756,NA
evm.TU.Ap1.1757,NA
evm.TU.Ap1.1758,0.0363211299303227
evm.TU.Ap1.1759,NA
evm.TU.Ap1.176,0.0414816125560131
evm.TU.Ap1.1760,NA
evm.TU.Ap1.1761,NA
evm.TU.Ap1.1762,-0.247211313222568
evm.TU.Ap1.1763,-0.596335920725286
evm.TU.Ap1.1764,-0.478018238545048
evm.TU.Ap1.1765,NA
evm.TU.Ap1.1766,-0.00554611765319997
evm.TU.Ap1.1767,1.30635374484026
evm.TU.Ap1.1768,0.475539617720052
evm.TU.Ap1.1769,NA
evm.TU.Ap1.177,NA
evm.TU.Ap1.1770,NA
evm.TU.Ap1.1771,-0.00552394856825937
evm.TU.Ap1.1772,-0.908721288367611
evm.TU.Ap1.1773,0
evm.TU.Ap1.1774,-0.211639797071685
evm.TU.Ap1.1775,-0.211643892520923
evm.TU.Ap1.1776,NA
evm.TU.Ap1.1777,0.186800504541405
evm.TU.Ap1.1778,NA
evm.TU.Ap1.1779,0
evm.TU.Ap1.178,NA
evm.TU.Ap1.1780,0
evm.TU.Ap1.1781,NA
evm.TU.Ap1.1782,NA
evm.TU.Ap1.1783,NA
evm.TU.Ap1.1784,0.18680601519933
evm.TU.Ap1.1785,0.236221531308962
evm.TU.Ap1.1786,-0.15976717983017
evm.TU.Ap1.1787,0.270729442944771
evm.TU.Ap1.1788,-0.197888113832278
evm.TU.Ap1.1789,0.450973218053921
evm.TU.Ap1.179,0.299465588753988
evm.TU.Ap1.1790,-0.695403913839634
evm.TU.Ap1.1791,-0.110121958967105
evm.TU.Ap1.1792_evm.TU.Ap1.1793,0.316930735682547
evm.TU.Ap1.1794,-0.579042902659827
evm.TU.Ap1.1795,0.650573274467925
evm.TU.Ap1.1796,-0.211633025724406
evm.TU.Ap1.1797,-0.996804743373342
evm.TU.Ap1.1798,NA
evm.TU.Ap1.1799,0.186800707272207
evm.TU.Ap1.18,0.0756889317111264
evm.TU.Ap1.180,0.0131782089792196
evm.TU.Ap1.1800,0.964770652307093
evm.TU.Ap1.1801,-0.0171327323076461
evm.TU.Ap1.1802,NA
evm.TU.Ap1.1803,-0.403985600898135
evm.TU.Ap1.1804,NA
evm.TU.Ap1.1805,NA
evm.TU.Ap1.1806,NA
evm.TU.Ap1.1807,0.360647226130446
evm.TU.Ap1.1808,NA
evm.TU.Ap1.1809,0.185648941614275
evm.TU.Ap1.181,-0.301329159662083
evm.TU.Ap1.1810,0.330728686774883
evm.TU.Ap1.1811,NA
evm.TU.Ap1.1812,NA
evm.TU.Ap1.1813,0.458443325199587
evm.TU.Ap1.1814,0
evm.TU.Ap1.1815,0.122710252204422
evm.TU.Ap1.1816,0.31037221825915
evm.TU.Ap1.1817,-0.0660120014366116
evm.TU.Ap1.1818,0.858921166755623
evm.TU.Ap1.1819,0.217858110323623
evm.TU.Ap1.182,0.212876187296832
evm.TU.Ap1.1820,0.820748556216455
evm.TU.Ap1.1821,-1.47676003509603
evm.TU.Ap1.1822,-0.527496587145122
evm.TU.Ap1.1823,-1.09446682378184
evm.TU.Ap1.1824,NA
evm.TU.Ap1.1825,NA
evm.TU.Ap1.1826,NA
evm.TU.Ap1.1827,NA
evm.TU.Ap1.1828,-0.420075260965466
evm.TU.Ap1.1829,0.3228929277799
evm.TU.Ap1.183,1.57325788817838
evm.TU.Ap1.1830,0.58439888454144
evm.TU.Ap1.1831,0.203076303358948
evm.TU.Ap1.1832,0.593982498723992
evm.TU.Ap1.1833,0.395928197305485
evm.TU.Ap1.1834,1.18161253028897
evm.TU.Ap1.1835,0.216189518915073
evm.TU.Ap1.1836,0.110483745447232
evm.TU.Ap1.1837,0.374956639969015
evm.TU.Ap1.1838,-1.58152415537962
evm.TU.Ap1.1839,-0.589044592125569
evm.TU.Ap1.184,-0.182816474195431
evm.TU.Ap1.1840,0.0109860082135418
evm.TU.Ap1.1841,0.617494557392427
evm.TU.Ap1.1842,-0.164314077892865
evm.TU.Ap1.1843,-0.00553841378270997
evm.TU.Ap1.1844,0
evm.TU.Ap1.1845,-0.52536394428413
evm.TU.Ap1.1846,NA
evm.TU.Ap1.1847,-0.211635900848567
evm.TU.Ap1.1848,0.838210330182529
evm.TU.Ap1.1849,-0.4039832321069
evm.TU.Ap1.185,0.218880646349149
evm.TU.Ap1.1850,-0.0236266479661079
evm.TU.Ap1.1851,-0.197885409941819
evm.TU.Ap1.1852,0
evm.TU.Ap1.1853,0.245899111831635
evm.TU.Ap1.1854,-0.182714024594056
evm.TU.Ap1.1855,0.186800744131802
evm.TU.Ap1.1856,NA
evm.TU.Ap1.1857,-0.00554372170983287
evm.TU.Ap1.1858,0.551934323340106
evm.TU.Ap1.1859,-0.181846237685749
evm.TU.Ap1.186,0.233743807294444
evm.TU.Ap1.1860,-0.399830503405838
evm.TU.Ap1.1861,0.881860144717563
evm.TU.Ap1.1862,0.0825174652087709
evm.TU.Ap1.1863,0.602296484318167
evm.TU.Ap1.1864,0.640029539163087
evm.TU.Ap1.1865,1.02338678143761
evm.TU.Ap1.1866,NA
evm.TU.Ap1.1867,NA
evm.TU.Ap1.1868,1.35986346755011
evm.TU.Ap1.1869,0.56405417778867
evm.TU.Ap1.187,-0.735383026301929
evm.TU.Ap1.1870,1.79613898898796
evm.TU.Ap1.1871,0.18680601519933
evm.TU.Ap1.1872,NA
evm.TU.Ap1.1873,-0.25037986377609
evm.TU.Ap1.1874,-0.428315801400969
evm.TU.Ap1.1875,-0.47761285620124
evm.TU.Ap1.1876,-0.485801757494388
evm.TU.Ap1.1877,0.725808674549388
evm.TU.Ap1.1878,-0.015522283165784
evm.TU.Ap1.1879,-0.475953817235565
evm.TU.Ap1.188,NA
evm.TU.Ap1.1880,-0.352281258030891
evm.TU.Ap1.1881,0.446939822977004
evm.TU.Ap1.1882,-0.0918389239191291
evm.TU.Ap1.1883,0.286481439604493
evm.TU.Ap1.1884,0.0226116045818526
evm.TU.Ap1.1885,1.29235112970223
evm.TU.Ap1.1886,0.208904500672011
evm.TU.Ap1.1887,0.231711723258092
evm.TU.Ap1.1888,0.368566212018562
evm.TU.Ap1.1889,NA
evm.TU.Ap1.189,0.253596119098435
evm.TU.Ap1.1890,NA
evm.TU.Ap1.1891,NA
evm.TU.Ap1.1892,0.276529733733476
evm.TU.Ap1.1893,0.695815875317898
evm.TU.Ap1.1894,-0.626177643298429
evm.TU.Ap1.1895,0.458400204805512
evm.TU.Ap1.1896,-0.000327810223858528
evm.TU.Ap1.1898_evm.TU.Ap1.1897,0.0999543374421152
evm.TU.Ap1.1899,0.688312186985971
evm.TU.Ap1.19,-0.194129126490419
evm.TU.Ap1.190,0.384648142886488
evm.TU.Ap1.1900,-0.00446034603042546
evm.TU.Ap1.1901,0.642548470670729
evm.TU.Ap1.1902,-0.319872459694059
evm.TU.Ap1.1903,-0.299418741369926
evm.TU.Ap1.1904,0.318486401730592
evm.TU.Ap1.1905,0.745411914447646
evm.TU.Ap1.1906,0.18680601519933
evm.TU.Ap1.1907,0
evm.TU.Ap1.1908,NA
evm.TU.Ap1.1909,NA
evm.TU.Ap1.191,1.44092308096244
evm.TU.Ap1.1910,0.395933707958565
evm.TU.Ap1.1911,NA
evm.TU.Ap1.1912,NA
evm.TU.Ap1.1913,NA
evm.TU.Ap1.1914,NA
evm.TU.Ap1.1915,NA
evm.TU.Ap1.1916,NA
evm.TU.Ap1.1917,NA
evm.TU.Ap1.1918,0.11765388038041
evm.TU.Ap1.1919,0.130154063666444
evm.TU.Ap1.192,-0.211632438557911
evm.TU.Ap1.1920,0.186795716120081
evm.TU.Ap1.1921,-0.0846908703340743
evm.TU.Ap1.1922,0.574549007681618
evm.TU.Ap1.1923,0.186803140075169
evm.TU.Ap1.1924,NA
evm.TU.Ap1.1925,-0.981033334646951
evm.TU.Ap1.1926,0.297770135541869
evm.TU.Ap1.1927,-0.00606007640977421
evm.TU.Ap1.1928,0.0908595239506251
evm.TU.Ap1.193,0.269884253248005
evm.TU.Ap1.1930,NA
evm.TU.Ap1.1931,NA
evm.TU.Ap1.1932,NA
evm.TU.Ap1.1933_evm.TU.Ap1.1929_evm.TU.Ap1.1934,-0.0887027134022448
evm.TU.Ap1.1935,0
evm.TU.Ap1.1936,-0.383146011803122
evm.TU.Ap1.1937,-0.0055384137827103
evm.TU.Ap1.1938,NA
evm.TU.Ap1.1939,NA
evm.TU.Ap1.194,NA
evm.TU.Ap1.1940,0.203576955374486
evm.TU.Ap1.1941,NA
evm.TU.Ap1.1942,NA
evm.TU.Ap1.1943,NA
evm.TU.Ap1.1944,0.186803379665566
evm.TU.Ap1.1945,0.186803379665566
evm.TU.Ap1.1946,-0.280114329445456
evm.TU.Ap1.1947,0
evm.TU.Ap1.1948,-0.0652711421510413
evm.TU.Ap1.1949,0.186795878525879
evm.TU.Ap1.195,-0.141787477993113
evm.TU.Ap1.1950,-0.00553841378271025
evm.TU.Ap1.1951,0.198192781401613
evm.TU.Ap1.1952,-0.403980329830607
evm.TU.Ap1.1953,0.203446236736768
evm.TU.Ap1.1954,0.378475058063418
evm.TU.Ap1.1955,0.347503138384341
evm.TU.Ap1.1956,0.82968583200891
evm.TU.Ap1.1957,-0.200554580930005
evm.TU.Ap1.1958,-0.197882271564424
evm.TU.Ap1.1959,-0.41309196467034
evm.TU.Ap1.196,-0.22509816786587
evm.TU.Ap1.1960,1.07184410847642
evm.TU.Ap1.1961,0
evm.TU.Ap1.1962,NA
evm.TU.Ap1.1963,NA
evm.TU.Ap1.1964,-0.420336174554856
evm.TU.Ap1.1965,NA
evm.TU.Ap1.1966,NA
evm.TU.Ap1.1967,NA
evm.TU.Ap1.1968,-0.211643162397857
evm.TU.Ap1.1969,0
evm.TU.Ap1.197,-0.345154842469296
evm.TU.Ap1.1970,0
evm.TU.Ap1.1971,0
evm.TU.Ap1.1972,NA
evm.TU.Ap1.1973,0
evm.TU.Ap1.1974,NA
evm.TU.Ap1.1975,NA
evm.TU.Ap1.1976,NA
evm.TU.Ap1.1977,0.249237593483782
evm.TU.Ap1.1978,1.13240239953467
evm.TU.Ap1.198,-0.063654328218281
evm.TU.Ap1.1980,NA
evm.TU.Ap1.1981,NA
evm.TU.Ap1.1982,NA
evm.TU.Ap1.1983,NA
evm.TU.Ap1.1984_evm.TU.Ap1.1979,-0.31530351133951
evm.TU.Ap1.1985,-0.0523988382328529
evm.TU.Ap1.1986,-0.0832992843262309
evm.TU.Ap1.1987,-2.11090461818087
evm.TU.Ap1.1988,-0.781834865654723
evm.TU.Ap1.1989,-0.598494754536096
evm.TU.Ap1.199,-0.338083125153078
evm.TU.Ap1.1990,-0.559698892613366
evm.TU.Ap1.1991,0.186803379665566
evm.TU.Ap1.1992,-0.394848956752969
evm.TU.Ap1.1993,-0.00554707241054757
evm.TU.Ap1.1994,0.0310069424838707
evm.TU.Ap1.1995,0.392244699050823
evm.TU.Ap1.1996,-0.211638296791933
evm.TU.Ap1.1997,-1.20341085922097
evm.TU.Ap1.1998,1.14454303989759
evm.TU.Ap1.1999,0.0110354291457028
evm.TU.Ap1.2,NA
evm.TU.Ap1.20,0.27015359466896
evm.TU.Ap1.200,-1.06859082393091
evm.TU.Ap1.2000,NA
evm.TU.Ap1.2001,-1.14625838177213
evm.TU.Ap1.2002,-0.114609747598588
evm.TU.Ap1.2003,-0.250956387819363
evm.TU.Ap1.2004,0.272589358924665
evm.TU.Ap1.2005,-0.718534689306528
evm.TU.Ap1.2006,-0.369754566108564
evm.TU.Ap1.2007,NA
evm.TU.Ap1.2008,NA
evm.TU.Ap1.2009,-0.407533673433199
evm.TU.Ap1.201,-0.347618773249649
evm.TU.Ap1.2010,0
evm.TU.Ap1.2011,-0.43386709667852
evm.TU.Ap1.2012,-0.191379301393791
evm.TU.Ap1.2013,-0.911939088569797
evm.TU.Ap1.2014,-0.52255542396105
evm.TU.Ap1.2015,-0.0197219183132029
evm.TU.Ap1.2016,0.316879432700827
evm.TU.Ap1.2017,-0.770718187015435
evm.TU.Ap1.2018,NA
evm.TU.Ap1.2019,-0.21163566125817
evm.TU.Ap1.202,-1.58108151449357
evm.TU.Ap1.2020,0.0431621529562458
evm.TU.Ap1.2021,0.0858600931020938
evm.TU.Ap1.2022,-0.4066478707205
evm.TU.Ap1.2023,-1.3738102278472
evm.TU.Ap1.2024,0.109489156459664
evm.TU.Ap1.2025,-0.890277933014411
evm.TU.Ap1.2026,-0.197885275567712
